Index,ctrgcn-B,ctrgcn-BM,ctrgcn-J,ctrgcn-JM,mstgcn-B,mstgcn-BM,mstgcn-J,mstgcn-JM,skkmixf-B,skkmixf-J,skmixf-B,skmixf-BM,skmixf-J,skmixf-JM,tdgcn-B,tdgcn-BM,tdgcn-J,tdgcn-JM,tegcn-B,tegcn-J
3617,126,122,150,145,10,23,150,126,150,145,47,128,150,144,126,128,126,136,36,33
3618,81,81,81,81,81,81,81,81,81,81,81,93,81,81,81,81,81,85,81,81
3619,14,14,14,16,14,14,16,14,14,14,16,35,14,14,14,14,16,14,14,14
3620,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102
3621,44,44,44,2,44,45,44,72,44,44,44,44,44,44,44,44,44,44,44,44
3622,33,48,33,57,57,48,57,57,57,57,57,9,57,57,57,28,57,48,57,33
3623,133,133,88,123,133,94,133,131,133,133,133,133,133,133,133,88,133,96,82,82
3624,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
3625,38,37,38,24,26,25,38,25,41,38,38,25,38,36,38,31,38,36,38,39
3626,150,93,108,18,150,93,143,150,55,108,150,47,126,47,150,18,30,47,150,108
3627,17,17,17,17,17,17,17,17,17,17,17,149,17,17,17,17,17,17,17,17
3628,124,124,127,124,124,122,127,122,124,32,32,127,9,112,124,127,124,122,25,38
3629,21,21,21,14,21,14,21,21,21,21,21,9,21,21,21,21,21,21,21,21
3630,28,47,28,34,28,33,28,33,47,28,47,28,28,34,28,33,28,47,28,28
3631,30,117,107,117,109,31,103,116,103,106,101,101,106,117,30,149,103,117,103,106
3632,13,34,13,14,13,1,13,1,13,13,13,102,13,1,13,144,13,13,13,13
3633,74,74,74,74,74,95,74,76,74,74,74,87,74,131,74,130,74,74,74,74
3634,133,88,142,143,142,142,142,88,88,133,88,142,88,133,133,20,133,16,122,88
3635,115,116,115,116,116,116,115,115,115,115,115,116,115,115,116,115,115,115,115,116
3636,72,31,42,72,44,18,42,72,44,72,43,47,154,109,44,27,42,102,72,72
3637,72,72,72,72,42,100,72,72,72,69,72,109,69,72,72,72,42,72,42,42
3638,56,56,56,56,56,56,56,56,56,56,56,56,56,57,56,56,56,56,56,56
3639,34,15,34,15,34,5,34,64,15,34,34,65,34,15,34,17,34,15,34,34
3640,135,133,135,133,135,97,135,79,135,135,135,97,135,135,135,135,135,135,135,135
3641,30,126,30,59,103,138,30,138,126,103,30,147,103,137,30,136,30,60,103,103
3642,24,3,24,150,24,15,24,67,0,24,24,67,24,16,24,16,24,16,24,24
3643,104,143,143,129,136,139,147,139,47,150,143,47,143,110,143,5,143,33,120,143
3644,118,72,118,118,118,72,118,118,118,118,118,118,118,118,118,38,118,118,118,118
3645,4,4,49,52,4,4,49,4,4,49,49,4,49,71,49,4,49,4,49,49
3646,48,35,28,28,28,28,28,8,1,28,48,14,32,72,48,32,28,17,8,44
3647,133,133,133,88,133,94,133,133,133,133,133,133,88,133,133,75,133,133,134,79
3648,3,5,3,7,3,3,3,5,116,3,30,20,3,0,5,36,3,5,64,64
3649,100,142,126,65,126,126,100,46,23,100,46,142,126,128,136,62,126,60,51,100
3650,126,151,126,137,122,137,136,128,136,126,126,128,122,128,126,151,138,137,126,126
3651,55,37,143,2,142,150,150,7,47,99,143,47,104,47,143,121,55,142,120,119
3652,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61
3653,86,95,86,86,95,77,95,86,77,77,95,95,86,77,86,77,86,86,77,86
3654,25,64,68,103,68,20,68,20,67,68,68,67,68,24,68,30,68,20,68,68
3655,85,85,85,85,85,85,85,84,85,85,85,84,85,85,85,90,85,84,85,85
3656,73,11,104,11,12,12,104,11,12,104,69,12,104,11,112,11,104,11,104,69
3657,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73
3658,28,102,28,8,28,8,28,8,109,28,28,8,28,8,25,8,28,30,28,28
3659,87,89,146,77,87,89,146,89,78,86,87,79,134,92,86,134,146,146,87,134
3660,122,124,151,122,122,122,122,122,122,122,124,122,122,142,122,124,137,122,137,137
3661,12,12,12,12,12,12,12,12,12,12,12,139,12,12,12,12,12,12,12,12
3662,69,12,69,58,69,30,68,23,69,68,27,69,68,42,69,58,68,58,5,38
3663,121,129,143,99,150,11,149,153,29,150,31,126,150,52,121,12,57,11,5,129
3664,74,87,130,78,130,78,130,78,93,93,95,91,78,90,77,80,130,77,95,74
3665,46,46,46,46,46,127,46,46,46,46,127,1,46,46,46,46,46,46,46,127
3666,27,62,27,62,27,68,27,45,21,27,27,30,27,45,27,3,45,36,3,27
3667,142,126,142,101,128,136,128,128,128,141,128,128,123,58,128,143,123,136,128,46
3668,88,133,88,142,133,133,142,88,47,133,88,47,142,133,133,142,133,133,133,88
3669,70,68,67,37,70,116,70,0,70,67,37,37,70,38,70,64,70,38,70,70
3670,43,62,41,43,38,62,38,138,64,43,41,118,43,45,43,64,41,21,64,64
3671,3,62,54,7,3,27,138,118,68,138,43,60,5,100,3,17,54,27,54,54
3672,67,61,70,129,70,67,70,66,67,37,2,65,2,138,67,60,2,60,70,70
3673,126,126,126,68,68,72,68,71,67,126,70,68,136,138,70,42,126,126,126,145
3674,103,109,58,58,58,109,58,109,109,103,58,118,103,118,103,109,103,109,103,103
3675,122,128,46,137,122,128,128,139,128,46,128,128,122,73,122,139,122,110,122,122
3676,18,79,18,42,33,44,36,41,33,36,65,36,18,36,18,33,18,33,33,44
3677,1,9,1,48,1,25,1,32,1,1,1,32,1,9,1,32,1,48,1,1
3678,47,45,8,10,47,45,47,45,47,47,47,18,47,34,47,45,47,45,47,47
3679,101,4,101,110,137,150,142,110,110,101,73,4,101,110,110,110,123,142,143,55
3680,78,78,78,78,78,87,78,78,78,76,78,83,76,77,76,78,76,87,78,76
3681,130,130,130,130,130,130,130,76,130,130,130,130,130,130,130,130,130,130,130,130
3682,120,99,107,63,4,29,11,6,11,99,50,142,99,11,119,149,107,133,29,143
3683,37,37,37,37,37,37,37,47,108,37,37,102,37,37,37,37,37,37,37,37
3684,49,128,142,7,122,4,122,29,122,122,122,128,122,7,142,128,122,121,122,122
3685,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112
3686,117,117,120,19,117,117,117,19,117,120,120,117,117,19,117,69,117,117,117,113
3687,88,133,88,52,133,128,142,123,47,133,88,47,142,133,133,142,47,105,88,82
3688,140,149,129,117,42,39,129,39,42,129,118,39,140,39,140,39,140,117,140,140
3689,52,54,52,154,52,154,52,52,54,52,52,54,52,154,54,54,52,52,52,54
3690,92,134,92,134,92,92,92,134,92,91,134,92,92,134,92,92,92,134,92,92
3691,78,78,78,78,78,78,78,131,78,78,78,78,78,78,78,78,78,131,78,78
3692,45,45,45,3,45,45,45,45,45,45,45,23,45,45,45,45,45,68,45,45
3693,84,85,84,75,84,85,84,85,85,84,84,88,84,76,84,85,85,85,84,84
3694,50,0,6,5,6,52,46,4,17,20,56,16,46,64,46,70,46,31,66,120
3695,9,9,9,44,9,28,9,52,44,9,9,100,9,44,9,51,9,44,9,9
3696,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135
3697,118,36,118,118,118,118,118,118,118,118,47,41,118,40,118,118,118,70,118,118
3698,2,19,2,19,37,19,2,19,2,19,19,117,2,118,118,117,2,37,37,37
3699,84,148,89,148,133,95,148,81,95,148,81,148,148,131,89,95,130,79,133,86
3700,49,4,49,49,49,6,49,49,49,49,49,4,49,4,49,49,49,4,49,49
3701,11,71,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
3702,46,69,50,124,46,53,60,122,124,46,64,124,36,127,46,64,50,64,36,36
3703,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
3704,88,133,142,123,142,122,142,123,47,142,88,47,142,47,133,88,142,48,122,133
3705,57,57,57,57,57,57,57,57,32,57,57,25,57,57,57,57,57,57,57,57
3706,46,128,127,137,128,128,128,122,127,46,128,122,46,128,128,124,127,128,142,142
3707,128,27,57,68,57,25,57,48,25,10,48,8,128,32,57,32,147,32,9,9
3708,8,42,63,33,1,48,68,42,14,139,0,1,60,72,60,145,61,38,60,18
3709,23,55,6,25,137,69,143,69,45,142,34,38,142,116,142,150,47,57,126,47
3710,80,96,80,76,80,74,80,80,80,80,81,80,86,75,81,82,81,81,80,81
3711,132,132,132,132,132,91,132,132,132,132,132,95,132,77,132,91,132,91,132,132
3712,150,65,138,139,26,129,101,137,137,138,128,142,138,137,129,126,129,126,119,138
3713,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
3714,39,37,39,37,39,37,39,37,31,39,37,37,39,19,39,37,37,37,39,39
3715,133,133,133,88,133,133,133,88,133,133,133,133,133,133,133,88,133,133,82,88
3716,100,23,62,23,17,35,35,30,35,57,57,109,29,72,49,30,35,145,49,121
3717,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
3718,5,5,5,103,5,17,17,72,17,5,5,17,5,17,5,149,17,103,5,5
3719,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88
3720,98,123,37,124,124,122,123,122,124,37,109,124,37,123,37,46,37,122,123,55
3721,55,0,37,2,35,139,108,105,55,55,0,55,55,37,55,70,55,143,0,104
3722,57,122,33,33,33,139,33,57,33,18,8,57,18,13,33,33,18,48,33,44
3723,20,110,6,20,6,142,127,6,20,12,99,149,69,12,46,6,21,69,99,110
3724,57,142,33,29,47,128,47,128,47,10,33,142,33,71,33,128,47,142,47,47
3725,45,108,40,108,40,108,24,47,45,24,41,108,24,108,45,45,24,108,24,24
3726,140,140,149,64,140,60,140,140,149,140,140,149,140,99,140,149,149,149,17,140
3727,63,63,63,63,63,63,63,63,63,63,63,30,63,63,63,63,63,63,63,63
3728,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
3729,11,149,120,119,120,129,120,65,149,11,113,129,11,116,11,11,11,116,11,11
3730,142,128,142,136,128,122,128,128,53,142,47,25,142,29,142,128,142,71,128,142
3731,138,138,126,12,138,12,138,138,138,138,138,139,138,12,138,12,138,12,126,126
3732,124,124,124,124,124,128,124,124,124,122,124,142,124,128,124,124,124,122,124,124
3733,6,4,137,100,137,145,136,7,142,6,7,127,137,141,122,99,137,143,53,136
3734,121,17,121,17,121,100,121,17,121,121,121,100,121,17,121,17,121,17,121,121
3735,31,31,31,40,31,40,31,41,31,31,31,31,31,40,31,31,31,31,31,31
3736,37,67,37,70,37,70,19,37,37,0,37,37,0,118,2,37,37,70,2,0
3737,6,142,30,71,6,128,15,142,6,29,128,142,144,137,128,128,15,142,149,145
3738,29,50,29,121,50,50,29,66,29,29,29,29,50,66,29,29,50,66,29,29
3739,151,103,151,129,137,128,120,11,11,12,136,149,137,107,114,6,11,106,29,143
3740,72,31,72,19,72,13,72,70,72,72,72,102,72,42,72,31,32,109,57,57
3741,104,112,104,112,104,104,104,112,104,104,104,112,104,112,104,104,104,112,104,104
3742,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72
3743,42,39,42,38,42,5,39,38,116,42,142,11,150,42,127,44,127,39,57,57
3744,3,3,3,3,3,3,3,3,3,3,3,63,3,3,3,3,3,3,3,3
3745,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118
3746,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
3747,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,142,128,128
3748,30,30,30,103,30,66,20,63,20,30,30,13,30,103,103,59,20,103,22,23
3749,110,55,110,17,110,42,110,140,110,110,110,103,110,110,110,27,110,2,110,110
3750,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132
3751,80,96,80,83,82,82,79,83,82,80,96,79,96,80,80,80,80,83,80,80
3752,34,34,34,34,34,34,34,15,35,34,34,15,34,34,34,34,34,34,34,34
3753,146,146,132,134,132,77,132,146,132,132,132,130,146,148,146,130,146,130,78,88
3754,43,68,38,68,43,68,72,5,68,72,72,32,32,100,38,68,43,68,38,38
3755,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
3756,0,27,0,0,0,27,0,27,0,0,0,69,0,34,0,27,0,27,0,0
3757,142,128,150,139,142,128,143,23,48,142,142,142,150,23,126,142,57,51,7,7
3758,107,106,104,59,107,115,107,73,114,104,119,58,104,107,143,107,107,113,106,143
3759,45,144,125,43,42,145,45,42,47,45,45,34,45,13,45,14,45,13,45,45
3760,142,142,142,142,142,142,142,142,142,142,142,128,142,142,142,122,142,142,142,142
3761,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71
3762,123,128,128,128,122,128,123,122,123,123,123,128,128,128,128,122,128,128,122,123
3763,125,44,28,56,33,25,33,25,57,33,33,18,33,150,33,150,33,25,125,125
3764,51,53,51,4,51,53,4,4,4,4,4,29,4,51,51,53,51,4,51,51
3765,131,131,131,93,93,93,93,131,93,131,131,93,93,93,131,93,131,93,131,93
3766,46,46,46,11,46,151,46,54,53,46,46,46,46,141,46,46,46,141,27,13
3767,71,63,142,142,63,71,142,71,142,142,65,150,142,63,63,63,71,68,68,68
3768,110,55,110,110,110,110,110,110,110,110,110,55,110,110,110,55,110,110,110,110
3769,48,48,48,48,48,48,48,48,48,48,48,9,48,48,25,48,48,48,9,9
3770,67,24,67,36,67,68,67,45,40,67,67,67,67,34,67,68,67,36,67,67
3771,99,99,99,99,99,104,99,99,99,99,99,104,73,104,99,104,99,99,99,99
3772,88,88,88,88,88,88,88,88,84,84,84,88,84,88,84,88,84,85,88,84
3773,72,72,72,72,72,68,72,72,72,72,72,28,72,150,72,150,72,72,72,72
3774,56,69,56,56,56,69,56,56,56,56,56,12,56,129,56,56,56,69,56,56
3775,48,18,44,102,48,35,44,57,150,1,44,47,42,100,44,32,42,42,9,44
3776,57,53,26,10,33,27,26,10,33,57,57,124,33,26,33,61,57,26,33,57
3777,98,79,98,98,98,79,98,79,98,98,98,79,98,79,98,79,98,98,98,98
3778,57,126,100,126,57,126,12,126,42,126,68,142,126,126,104,141,126,126,126,100
3779,48,8,48,48,48,8,48,28,8,48,8,8,48,8,48,8,8,42,48,8
3780,100,69,100,115,100,70,154,104,69,100,27,105,100,11,100,112,100,104,12,154
3781,20,142,141,33,136,142,149,4,50,20,121,57,6,29,122,20,6,142,20,6
3782,29,29,29,71,29,50,29,50,29,29,29,63,29,71,29,50,29,50,29,29
3783,31,15,31,150,31,15,31,0,31,31,31,125,31,63,31,0,31,0,31,31
3784,14,23,35,126,14,149,145,60,14,14,145,128,23,128,14,21,14,128,139,61
3785,113,113,113,113,114,113,101,113,115,114,117,115,114,113,114,113,114,113,114,143
3786,1,127,15,36,1,122,1,118,127,1,1,127,1,112,1,112,34,122,127,127
3787,6,24,6,150,122,121,4,121,57,6,142,28,49,150,145,5,6,47,121,121
3788,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,29,128,128
3789,133,133,88,123,123,122,133,131,133,133,88,47,47,133,133,88,133,133,82,76
3790,99,99,99,99,99,99,99,99,99,99,99,104,99,73,99,99,99,99,99,99
3791,14,151,139,137,18,137,13,63,151,13,139,137,13,23,137,151,13,139,1,15
3792,31,0,31,0,31,24,31,31,31,31,31,23,31,31,31,31,31,31,31,31
3793,45,38,45,68,45,38,40,68,36,24,45,38,45,45,24,68,24,41,24,24
3794,29,29,4,7,4,50,4,29,4,29,29,49,29,29,4,7,29,7,4,29
3795,49,141,49,141,49,141,49,141,49,49,49,54,49,151,49,141,49,141,49,49
3796,70,37,2,37,37,37,37,37,37,70,2,37,2,37,70,37,2,37,37,2
3797,136,136,138,123,136,136,136,138,123,136,136,141,136,123,138,128,136,123,136,136
3798,88,88,88,88,88,84,88,88,88,88,88,88,88,84,88,88,88,84,88,88
3799,43,129,19,126,43,129,19,138,129,19,67,137,19,138,118,128,19,126,140,19
3800,143,73,110,73,143,73,143,55,139,110,143,55,55,73,143,55,101,101,73,73
3801,121,61,121,61,49,60,20,60,121,66,60,61,20,66,121,66,121,20,61,121
3802,151,51,53,51,53,53,53,53,151,53,53,151,53,67,53,53,53,51,53,53
3803,133,133,133,48,123,122,133,131,133,133,88,47,47,133,133,142,133,78,82,82
3804,78,78,78,78,78,78,78,87,78,78,78,78,132,78,78,78,78,78,78,78
3805,23,28,23,23,23,23,59,30,23,100,23,23,59,58,23,30,59,35,154,100
3806,116,121,99,107,149,56,115,107,17,149,31,109,99,149,149,31,143,100,116,19
3807,4,54,4,4,49,54,4,4,54,49,4,4,4,4,54,54,4,54,49,129
3808,0,68,1,129,1,68,1,31,0,0,0,68,0,65,0,68,0,0,0,1
3809,44,9,44,48,44,28,44,9,44,1,1,28,1,48,44,44,44,9,44,44
3810,46,141,46,60,128,142,128,128,46,123,46,142,141,141,128,128,123,151,46,46
3811,108,67,108,15,108,108,30,139,108,108,23,67,59,16,108,108,108,15,59,108
3812,70,70,37,2,37,67,70,3,67,37,37,68,67,67,67,70,67,37,67,67
3813,46,123,46,46,124,123,46,122,53,53,53,141,53,123,46,124,46,122,122,124
3814,50,121,50,149,50,50,50,29,50,50,50,66,50,121,50,121,50,121,65,50
3815,23,136,127,30,66,122,128,30,128,30,30,107,128,30,6,30,46,23,141,128
3816,47,28,47,18,142,128,49,23,47,88,142,48,88,150,47,150,47,28,126,47
3817,141,122,122,122,141,122,128,123,6,128,141,122,122,53,46,46,122,6,53,53
3818,122,122,141,137,141,124,151,151,122,151,122,139,151,122,122,124,151,124,51,51
3819,111,128,114,128,128,128,111,137,128,111,111,111,111,101,111,128,114,151,111,114
3820,69,71,69,69,69,71,69,69,69,69,69,100,67,56,69,69,69,32,7,65
3821,60,60,60,60,60,60,61,60,60,60,60,60,60,60,60,60,60,60,60,60
3822,118,23,118,23,118,23,118,23,118,118,118,59,118,23,118,23,118,23,24,118
3823,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
3824,68,70,68,65,68,68,68,68,62,68,68,38,68,68,68,70,68,68,68,68
3825,111,111,111,139,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111
3826,64,34,64,45,145,45,64,145,35,64,64,15,64,34,64,34,64,34,64,64
3827,30,68,30,125,64,68,30,125,25,30,30,68,30,68,30,36,30,36,30,30
3828,148,134,84,94,89,92,89,92,97,146,85,97,81,79,75,134,85,79,94,97
3829,8,100,127,8,46,102,127,127,127,127,8,46,102,109,46,72,46,58,127,127
3830,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
3831,126,126,126,137,126,126,137,126,126,126,126,126,126,137,126,126,126,126,126,126
3832,128,71,128,128,128,65,128,128,128,128,128,102,128,58,128,126,128,108,128,128
3833,35,35,35,1,35,1,35,35,35,35,35,35,35,35,35,1,35,35,35,14
3834,88,133,88,123,123,122,133,131,133,133,88,47,47,133,133,142,133,133,82,82
3835,31,2,31,2,2,31,31,37,31,31,31,15,31,2,31,31,31,2,31,31
3836,133,48,88,39,142,122,47,47,47,88,88,133,47,133,133,133,47,88,133,88
3837,102,18,102,102,102,18,102,102,102,102,102,13,102,102,102,18,102,102,102,102
3838,133,133,47,123,142,123,133,131,133,133,88,47,47,133,133,142,133,133,82,82
3839,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0
3840,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
3841,127,46,46,124,46,46,46,124,46,46,127,46,46,46,127,46,127,46,46,127
3842,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
3843,66,6,24,22,66,46,66,23,66,66,5,46,67,12,16,141,16,6,16,15
3844,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
3845,64,5,64,125,5,35,5,24,5,64,30,17,5,108,5,5,64,5,5,5
3846,22,23,22,22,22,23,22,23,22,22,22,23,22,23,22,23,22,23,22,22
3847,23,21,23,23,23,23,23,21,23,23,23,108,23,23,23,30,23,21,23,23
3848,122,128,122,4,53,128,122,128,122,123,122,128,124,122,122,122,122,137,122,122
3849,137,126,137,123,150,142,137,126,123,123,122,123,137,123,137,88,142,142,123,49
3850,136,136,136,129,136,136,136,136,136,136,136,147,136,136,136,136,136,136,136,136
3851,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
3852,25,28,8,28,25,10,25,28,8,8,25,47,28,1,25,28,8,28,8,8
3853,72,129,129,137,72,122,129,137,129,72,49,128,129,128,72,128,150,137,154,65
3854,52,2,45,137,68,122,68,137,142,142,60,137,71,138,142,137,45,137,45,11
3855,36,45,36,125,47,22,36,55,141,36,125,46,47,125,47,20,47,125,36,47
3856,143,55,143,106,143,111,143,111,143,143,55,101,143,106,143,143,143,55,55,55
3857,136,121,136,121,136,121,136,136,136,136,136,136,136,137,136,136,136,121,136,136
3858,144,56,144,13,144,56,144,42,144,144,144,72,144,109,144,109,144,18,144,144
3859,128,128,128,128,128,128,128,128,47,128,128,128,128,128,128,142,128,142,128,128
3860,143,139,55,16,117,140,70,17,23,55,143,14,143,110,143,139,110,30,139,46
3861,129,32,129,9,72,25,72,32,1,129,72,9,129,127,129,44,129,1,153,153
3862,30,111,30,65,30,136,30,46,17,30,30,15,30,17,30,101,30,6,30,30
3863,4,6,0,141,4,142,129,6,129,6,4,124,6,52,4,124,149,61,54,54
3864,95,74,95,79,130,83,130,76,87,131,95,74,93,77,95,90,130,74,79,76
3865,122,7,122,2,122,7,122,117,122,122,4,4,137,137,122,128,122,29,137,142
3866,150,138,66,138,60,6,66,127,72,5,60,23,66,58,60,17,66,58,66,7
3867,0,31,64,64,0,11,42,64,12,0,0,41,151,149,151,39,17,116,26,120
3868,44,25,44,9,44,25,44,25,44,44,44,9,44,25,44,44,44,25,44,44
3869,99,73,99,73,99,73,99,12,73,99,99,73,99,73,99,73,99,73,99,99
3870,8,8,8,33,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
3871,138,118,108,114,138,73,108,49,7,138,11,101,138,101,49,112,54,118,49,50
3872,57,48,57,28,57,48,57,28,57,57,57,9,57,48,57,57,57,28,57,57
3873,122,65,122,126,122,7,122,23,122,122,122,65,122,128,124,17,122,71,122,122
3874,145,29,121,22,61,14,145,21,30,14,14,107,144,141,126,63,145,21,63,15
3875,140,113,129,19,140,19,129,19,113,19,140,113,129,19,140,113,129,19,129,129
3876,82,82,81,134,82,134,79,75,81,82,148,79,82,79,82,88,82,75,79,148
3877,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
3878,44,27,127,124,4,122,127,95,4,44,44,127,44,112,54,112,54,93,112,130
3879,43,108,108,108,108,108,43,108,43,108,108,108,43,108,43,108,45,108,43,43
3880,38,41,27,2,43,24,45,40,43,27,45,67,68,115,43,37,38,67,27,27
3881,67,30,62,30,70,30,70,30,67,67,62,30,67,30,67,30,67,30,62,62
3882,17,61,30,22,60,66,61,20,103,149,23,22,22,59,23,23,22,22,100,100
3883,70,37,70,119,70,73,70,119,112,70,70,70,70,2,70,31,70,105,70,37
3884,50,50,49,50,49,50,49,50,50,49,50,50,49,50,50,50,49,50,49,49
3885,124,71,128,128,128,128,128,149,128,128,128,72,123,149,128,128,128,72,117,128
3886,110,110,110,55,110,110,110,110,110,110,110,55,110,110,110,110,110,110,110,110
3887,38,26,41,26,38,115,41,115,40,41,41,115,41,38,38,115,41,115,40,38
3888,7,12,149,122,23,58,23,54,53,54,149,15,149,53,149,53,23,54,120,23
3889,19,111,19,37,2,111,2,37,37,2,19,37,2,37,2,37,2,37,2,2
3890,141,141,141,61,141,141,141,61,141,141,141,141,141,141,141,61,141,141,141,141
3891,100,27,26,136,100,27,57,129,33,100,48,138,100,52,100,26,100,129,100,100
3892,140,140,140,140,140,140,150,138,140,140,140,140,140,140,140,20,66,140,140,140
3893,47,33,47,47,47,8,47,18,47,47,47,18,47,47,47,47,47,47,47,47
3894,88,133,133,133,133,133,133,133,133,133,88,133,148,133,133,75,133,96,133,133
3895,20,64,22,116,152,117,60,121,20,22,68,29,60,121,20,30,60,141,17,22
3896,23,20,56,49,145,61,34,4,47,21,145,61,21,23,145,20,88,121,71,23
3897,150,142,150,142,126,68,150,142,150,150,126,68,150,150,150,142,150,142,150,150
3898,36,62,36,64,36,36,36,36,36,36,36,70,36,36,36,36,36,36,36,36
3899,121,3,121,121,121,3,121,121,3,121,121,21,121,3,121,3,121,3,121,121
3900,133,133,133,122,133,133,133,88,133,133,133,47,133,133,133,133,133,96,82,93
3901,142,117,137,5,123,142,137,46,47,142,150,16,137,117,145,37,137,35,140,129
3902,56,56,56,10,56,56,56,72,56,56,56,70,56,70,56,56,56,25,56,56
3903,1,1,44,28,1,1,1,44,1,1,1,127,1,53,1,32,1,100,1,1
3904,11,71,136,126,63,15,65,17,71,65,37,139,63,126,70,72,136,50,12,136
3905,58,58,58,58,109,58,58,58,109,58,58,58,58,58,58,58,58,58,58,58
3906,133,48,88,48,142,128,142,123,47,133,88,133,142,133,133,142,47,48,133,88
3907,9,122,46,124,46,122,46,46,46,33,33,127,33,124,9,124,127,124,33,33
3908,113,113,113,113,113,118,113,113,113,113,113,118,113,113,113,19,113,19,113,113
3909,39,69,39,39,39,39,39,116,39,39,39,39,39,116,39,39,39,116,39,39
3910,44,44,44,64,44,44,44,1,44,44,42,43,44,1,44,44,44,44,44,44
3911,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107
3912,71,65,68,65,71,65,68,65,68,68,68,65,68,65,71,65,68,65,71,68
3913,8,28,18,46,8,13,8,14,28,18,18,44,18,100,8,57,40,8,41,8
3914,66,59,66,59,66,23,59,59,66,66,66,66,66,59,66,59,66,59,66,66
3915,65,67,142,65,71,72,65,65,65,65,129,144,65,65,65,136,65,65,65,65
3916,96,96,96,82,96,96,80,96,96,96,96,82,96,82,96,96,96,96,80,96
3917,123,48,47,48,123,123,142,131,47,122,48,47,142,133,133,142,47,48,122,142
3918,110,110,110,110,110,111,110,111,110,110,110,111,110,111,110,110,110,110,110,110
3919,72,32,72,69,72,72,72,72,72,72,69,33,72,44,72,32,72,32,3,72
3920,51,25,44,68,51,25,52,25,44,44,44,25,44,72,51,25,51,3,44,44
3921,13,63,35,53,13,68,144,63,35,35,145,102,145,127,144,12,35,8,15,35
3922,3,3,3,121,3,20,20,61,3,3,3,30,3,20,121,20,121,61,3,3
3923,6,11,6,61,71,128,137,11,128,6,33,9,12,128,6,128,6,128,33,11
3924,122,123,122,124,122,122,122,122,122,122,124,122,122,122,124,126,122,122,122,128
3925,36,41,38,40,38,0,38,62,40,36,36,41,36,36,36,31,36,36,36,36
3926,46,124,46,124,46,141,46,127,53,46,46,46,46,123,46,127,46,46,46,46
3927,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114
3928,72,52,72,28,25,8,154,52,8,154,32,8,72,32,72,32,154,52,154,8
3929,97,97,97,97,97,97,97,133,97,97,97,97,97,97,97,97,97,133,97,148
3930,31,37,31,24,31,0,31,24,31,31,31,31,31,150,31,31,31,150,31,31
3931,4,63,4,0,7,144,4,63,29,49,7,24,4,29,4,24,4,70,54,54
3932,116,26,115,115,116,26,26,26,116,115,116,116,26,26,116,115,115,115,116,115
3933,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
